Name,Genus-4D
13a_1147,2
13a_1148,2
13a_1149,2
13a_1150,2
13a_1151,1
13a_1152,1
13a_1153,1
13a_1154,1
13a_1155,1
13a_1156,2
13a_1158,2
13a_1159,1
13a_1160,1
13a_1161,1
13a_1162,1
13a_1163,1
13a_1164,2
13a_1165,1
13a_1166,2
13a_1167,1
13a_1168,1
13a_1169,1
13a_1170,1
13a_1171,1
13a_1172,1
13a_1173,1
13a_1174,1
13a_1175,1
13a_1176,1
13a_1177,1
13a_1178,1
13a_1179,1
13a_1180,1
13a_1181,1
13a_1182,2
13a_1184,2
13a_1185,1
13a_1186,1
13a_1187,2
13a_1188,1
13a_1189,1
13a_1190,1
13a_1191,1
13a_1192,1
13a_1193,1
13a_1194,1
13a_1195,1
13a_1196,1
13a_1197,1
13a_1198,1
13a_1199,0
13a_1200,1
13a_1201,1
13a_1202,2
13a_1203,1
13a_1204,3
13a_1205,2
13a_1206,2
13a_1207,1
13a_1208,1
13a_1210,1
13a_1211,1
13a_1212,1
13a_1213,1
13a_1214,1
13a_1215,1
13a_1216,1
13a_1217,1
13a_1218,3
13a_1219,2
13a_1220,1
13a_1221,1
13a_1222,2
13a_1223,1
13a_1224,2
13a_1225,1
13a_1226,1
13a_1227,0
13a_1228,1
13a_1229,2
13a_1230,4
13a_1231,1
13a_1232,1
13a_1233,2
13a_1234,2
13a_1236,1
13a_1237,1
13a_1238,1
13a_1239,1
13a_1240,1
13a_1241,1
13a_1242,1
13a_1243,3
13a_1244,2
13a_1245,3
13a_1246,2
13a_1247,2
13a_1248,1
13a_1249,1
13a_1250,1
13a_1251,1
13a_1252,1
13a_1253,0
13a_1254,3
13a_1255,2
13a_1256,2
13a_1257,2
13a_1258,2
13a_1259,2
13a_1260,1
13a_1262,1
13a_1263,1
13a_1264,1
13a_1265,1
13a_1266,1
13a_1267,1
13a_1268,1
13a_1269,1
13a_1270,3
13a_1271,3
13a_1272,1
13a_1273,2
13a_1274,1
13a_1275,2
13a_1276,1
13a_1277,1
13a_1278,1
13a_1279,1
13a_1280,1
13a_1281,2
13a_1282,1
13a_1283,1
13a_1284,2
13a_1285,1
13a_1286,1
13a_1288,3
13a_1289,1
13a_1290,3
13a_1291,2
13a_1292,1
13a_1293,1
13a_1294,1
13a_1295,2
13a_1296,1
13a_1297,1
13a_1298,1
13a_1299,1
13a_1300,1
13a_1301,2
13a_1302,1
13a_1303,2
13a_1304,1
13a_1305,3
13a_1306,3
13a_1307,2
13a_1308,1
13a_1309,1
13a_1310,1
13a_1311,1
13a_1312,1
13a_1314,1
13a_1315,1
13a_1316,1
13a_1317,2
13a_1318,1
13a_1319,3
13a_1320,1
13a_1321,1
13a_1322,1
13a_1323,2
13a_1324,2
13a_1325,2
13a_1326,1
13a_1327,1
13a_1328,1
13a_1329,2
13a_1330,2
13a_1331,2
13a_1332,2
13a_1333,2
13a_1334,1
13a_1335,1
13a_1336,2
13a_1337,2
13a_1338,0
13a_1340,0
13a_1341,1
13a_1342,1
13a_1343,1
13a_1344,1
13a_1345,1
13a_1346,1
13a_1347,2
13a_1348,2
13a_1349,1
13a_1350,1
13a_1351,1
13a_1352,1
13a_1353,3
13a_1354,3
13a_1355,4
13a_1356,3
13a_1357,1
13a_1358,2
13a_1359,1
13a_1360,1
13a_1361,1
13a_1362,1
13a_1363,1
13a_1364,1
13a_1366,1
13a_1367,1
13a_1368,3
13a_1369,2
13a_1370,1
13a_1371,1
13a_1372,1
13a_1373,0
13a_1374,1
13a_1375,1
13a_1376,3
13a_1377,2
13a_1378,2
13a_1379,1
13a_1380,1
13a_1381,1
13a_1382,1
13a_1383,2
13a_1384,1
13a_1385,1
13a_1386,1
13a_1387,1
13a_1388,1
13a_1389,1
13a_1390,2
13a_1392,0
13a_1393,1
13a_1394,2
13a_1395,1
13a_1396,3
13a_1397,1
13a_1398,2
13a_1399,1
13a_1400,1
13a_1401,1
13a_1402,0
13a_1403,2
13a_1404,2
13a_1405,1
13a_1406,1
13a_1407,1
13a_1408,1
13a_1409,1
13a_1410,1
13a_1411,1
13a_1412,1
13a_1413,2
13a_1414,1
13a_1415,1
13a_1416,1
13a_1418,2
13a_1419,2
13a_1420,1
13a_1421,1
13a_1422,1
13a_1423,1
13a_1424,1
13a_1425,1
13a_1426,1
13a_1427,1
13a_1428,2
13a_1429,1
13a_1430,1
13a_1431,1
13a_1432,2
13a_1433,1
13a_1434,2
13a_1435,1
13a_1436,3
13a_1437,1
13a_1438,1
13a_1439,1
13a_1440,2
13a_1441,1
13a_1442,1
13a_1444,1
13a_1445,1
13a_1446,1
13a_1447,1
13a_1448,1
13a_1449,1
13a_1450,2
13a_1451,1
13a_1452,2
13a_1453,1
13a_1454,1
13a_1455,1
13a_1456,1
13a_1457,1
13a_1458,1
13a_1459,0
13a_1460,1
13a_1461,2
13a_1462,2
13a_1463,1
13a_1464,3
13a_1465,2
13a_1466,4
13a_1467,3
13a_1468,3
13a_1470,1
13a_1471,3
13a_1472,2
13a_1473,1
13a_1474,1
13a_1475,2
13a_1476,2
13a_1477,1
13a_1478,2
13a_1479,1
13a_1480,2
13a_1481,1
13a_1482,1
13a_1483,2
13a_1484,0
13a_1485,1
13a_1486,1
13a_1487,1
13a_1488,1
13a_1489,1
13a_1490,1
13a_1491,2
13a_1492,1
13a_1493,1
13a_1494,3
13a_1496,1
13a_1497,1
13a_1498,1
13a_1499,2
13a_1500,1
13a_1501,1
13a_1502,1
13a_1503,2
13a_1504,1
13a_1505,1
13a_1506,1
13a_1507,2
13a_1508,1
13a_1509,1
13a_1510,1
13a_1511,1
13a_1512,1
13a_1513,0
13a_1514,1
13a_1515,1
13a_1516,1
13a_1517,1
13a_1518,2
13a_1519,1
13a_1520,3
13a_1522,1
13a_1523,1
13a_1524,1
13a_1525,1
13a_1526,1
13a_1527,1
13a_1528,1
13a_1529,1
13a_1530,1
13a_1531,1
13a_1532,1
13a_1533,1
13a_1534,1
13a_1535,1
13a_1536,1
13a_1537,1
13a_1538,1
13a_1539,1
13a_1540,1
13a_1541,2
13a_1542,1
13a_1543,2
13a_1544,2
13a_1545,3
13a_1546,2
13a_1548,1
13a_1549,1
13a_1550,1
13a_1551,1
13a_1552,2
13a_1553,1
13a_1554,2
13a_1555,1
13a_1556,1
13a_1557,2
13a_1558,1
13a_1559,2
13a_1560,1
13a_1561,1
13a_1562,1
13a_1563,1
13a_1564,1
13a_1565,1
13a_1566,1
13a_1567,2
13a_1568,1
13a_1569,1
13a_1570,1
13a_1571,1
13a_1572,1
13a_1574,1
13a_1575,2
13a_1576,1
13a_1577,0
13a_1578,1
13a_1579,1
13a_1580,2
13a_1581,2
13a_1582,3
13a_1583,2
13a_1584,2
13a_1585,1
13a_1586,2
13a_1587,1
13a_1588,1
13a_1589,1
13a_1590,1
13a_1591,1
13a_1592,1
13a_1593,1
13a_1594,1
13a_1595,1
13a_1596,1
13a_1597,1
13a_1598,1
13a_1600,0
13a_1601,1
13a_1602,1
13a_1603,2
13a_1604,1
13a_1605,1
13a_1606,1
13a_1607,1
13a_1608,1
13a_1609,2
13a_1610,1
13a_1611,1
13a_1612,1
13a_1613,1
13a_1614,3
13a_1615,2
13a_1616,2
13a_1617,2
13a_1618,2
13a_1619,1
13a_1620,1
13a_1621,1
13a_1622,1
13a_1623,2
13a_1624,1
13a_1626,1
13a_1627,1
13a_1628,1
13a_1629,1
13a_1630,2
13a_1631,1
13a_1632,1
13a_1633,1
13a_1634,1
13a_1635,1
13a_1636,1
13a_1637,1
13a_1638,1
13a_1639,1
13a_1640,1
13a_1641,1
13a_1642,1
13a_1643,2
13a_1644,1
13a_1645,2
13a_1646,1
13a_1647,1
13a_1648,1
13a_1649,1
13a_1650,1
13a_1652,1
13a_1653,1
13a_1654,1
13a_1655,1
13a_1656,1
13a_1657,1
13a_1658,1
13a_1659,1
13a_1660,1
13a_1661,1
13a_1662,1
13a_1663,2
13a_1664,1
13a_1665,1
13a_1666,1
13a_1667,1
13a_1668,1
13a_1669,1
13a_1670,2
13a_1671,1
13a_1672,1
13a_1673,1
13a_1674,0
13a_1675,1
13a_1676,1
13a_1678,1
13a_1679,1
13a_1680,1
13a_1681,0
13a_1682,1
13a_1683,2
13a_1684,1
13a_1685,1
13a_1686,1
13a_1687,1
13a_1688,2
13a_1689,1
13a_1690,1
13a_1691,1
13a_1692,2
13a_1693,0
13a_1694,1
13a_1695,1
13a_1696,1
13a_1697,3
13a_1698,1
13a_1699,2
13a_1700,1
13a_1701,1
13a_1702,1
13a_1704,1
13a_1705,1
13a_1706,1
13a_1707,1
13a_1708,0
13a_1709,2
13a_1710,1
13a_1711,1
13a_1712,1
13a_1713,1
13a_1714,1
13a_1715,2
13a_1716,1
13a_1717,1
13a_1718,3
13a_1719,1
13a_1720,1
13a_1721,2
13a_1722,1
13a_1723,1
13a_1724,1
13a_1725,1
13a_1726,0
13a_1727,1
13a_1728,1
13a_1730,1
13a_1731,1
13a_1732,2
13a_1733,1
13a_1734,1
13a_1735,1
13a_1736,1
13a_1737,1
13a_1738,1
13a_1739,1
13a_1740,3
13a_1741,2
13a_1742,1
13a_1743,1
13a_1744,2
13a_1745,1
13a_1746,1
13a_1747,1
13a_1748,1
13a_1749,2
13a_1750,1
13a_1751,2
13a_1752,1
13a_1753,1
13a_1754,2
13a_1756,1
13a_1757,2
13a_1758,1
13a_1759,1
13a_1760,1
13a_1761,1
13a_1762,1
13a_1763,2
13a_1764,1
13a_1765,1
13a_1766,1
13a_1767,1
13a_1768,1
13a_1769,1
13a_1770,1
13a_1771,1
13a_1772,2
13a_1773,1
13a_1774,1
13a_1775,1
13a_1776,1
13a_1777,1
13a_1778,1
13a_1779,2
13a_1780,1
13a_1782,1
13a_1783,2
13a_1784,2
13a_1785,1
13a_1786,1
13a_1787,1
13a_1788,1
13a_1789,1
13a_1790,0
13a_1791,1
13a_1792,2
13a_1793,1
13a_1794,1
13a_1795,1
13a_1796,1
13a_1797,1
13a_1798,4
13a_1799,3
13a_1800,1
13a_1801,1
13a_1802,1
13a_1803,1
13a_1804,1
13a_1805,1
13a_1806,1
13a_1808,1
13a_1809,1
13a_1810,0
13a_1811,2
13a_1812,1
13a_1813,1
13a_1814,1
13a_1815,1
13a_1816,1
13a_1817,2
13a_1818,1
13a_1819,1
13a_1820,1
13a_1821,1
13a_1822,1
13a_1823,1
13a_1824,1
13a_1825,1
13a_1826,2
13a_1827,3
13a_1828,1
13a_1829,1
13a_1830,1
13a_1831,1
13a_1832,1
13a_1834,1
13a_1835,1
13a_1836,1
13a_1837,1
13a_1838,1
13a_1839,2
13a_1840,1
13a_1841,1
13a_1842,0
13a_1843,1
13a_1844,1
13a_1845,1
13a_1846,1
13a_1847,1
13a_1848,1
13a_1849,1
13a_1850,1
13a_1851,1
13a_1852,1
13a_1853,1
13a_1854,1
13a_1855,1
13a_1856,1
13a_1857,2
13a_1858,1
13a_1860,1
13a_1861,1
13a_1862,1
13a_1863,1
13a_1864,3
13a_1865,2
13a_1866,1
13a_1867,2
13a_1868,2
13a_1869,1
13a_1870,1
13a_1871,2
13a_1872,1
13a_1873,1
13a_1874,1
13a_1875,1
13a_1876,2
13a_1877,1
13a_1878,1
13a_1879,2
13a_1880,1
13a_1881,1
13a_1882,1
13a_1883,1
13a_1884,0
13a_1886,2
13a_1887,1
13a_1888,1
13a_1889,1
13a_1890,1
13a_1891,1
13a_1892,3
13a_1893,3
13a_1894,1
13a_1895,1
13a_1896,1
13a_1897,1
13a_1898,2
13a_1899,1
13a_1900,1
13a_1901,2
13a_1902,1
13a_1903,1
13a_1904,1
13a_1905,1
13a_1906,2
13a_1907,1
13a_1908,2
13a_1909,1
13a_1910,2
13a_1912,3
13a_1913,1
13a_1914,2
13a_1915,1
13a_1916,1
13a_1917,1
13a_1918,1
13a_1919,3
13a_1920,2
13a_1921,2
13a_1922,1
13a_1923,2
13a_1924,1
13a_1925,1
13a_1926,1
13a_1927,1
13a_1928,1
13a_1929,3
13a_1930,2
13a_1931,1
13a_1932,1
13a_1933,1
13a_1934,1
13a_1935,1
13a_1936,1
13a_1938,1
13a_1939,2
13a_1940,4
13a_1941,3
13a_1942,3
13a_1943,2
13a_1944,1
13a_1945,1
13a_1946,1
13a_1947,2
13a_1948,2
13a_1949,1
13a_1950,1
13a_1951,2
13a_1952,2
13a_1953,1
13a_1954,1
13a_1955,1
13a_1956,1
13a_1957,1
13a_1958,1
13a_1959,1
13a_1960,1
13a_1961,1
13a_1962,2
13a_1964,0
13a_1965,1
13a_1966,2
13a_1967,1
13a_1968,2
13a_1969,2
13a_1970,1
13a_1971,1
13a_1972,1
13a_1973,1
13a_1974,2
13a_1975,1
13a_1976,1
13a_1977,1
13a_1978,1
13a_1979,2
13a_1980,1
13a_1981,1
13a_1982,1
13a_1983,1
13a_1984,2
13a_1985,2
13a_1986,2
13a_1987,1
13a_1988,2
13a_1990,1
13a_1991,1
13a_1992,1
13a_1993,1
13a_1994,1
13a_1995,1
13a_1996,1
13a_1997,2
13a_1998,1
13a_1999,1
13a_2000,1
13a_2001,2
13a_2002,1
13a_2003,0
13a_2004,1
13a_2005,1
13a_2006,1
13a_2007,1
13a_2008,1
13a_2009,3
13a_2010,2
13a_2011,1
13a_2012,1
13a_2013,1
13a_2014,1
13a_2016,1
13a_2017,1
13a_2018,1
13a_2019,1
13a_2020,1
13a_2021,1
13a_2022,1
13a_2023,1
13a_2024,1
13a_2025,2
13a_2026,1
13a_2027,1
13a_2028,1
13a_2029,2
13a_2030,2
13a_2031,1
13a_2032,1
13a_2033,1
13a_2034,1
13a_2035,2
13a_2036,3
13a_2037,2
13a_2038,2
13a_2039,1
13a_2040,1
13a_2042,2
13a_2043,1
13a_2044,0
13a_2045,1
13a_2046,1
13a_2047,1
13a_2048,1
13a_2049,1
13a_2050,2
13a_2051,1
13a_2052,1
13a_2053,1
13a_2054,1
13a_2055,1
13a_2056,3
13a_2057,2
13a_2058,1
13a_2059,1
13a_2060,1
13a_2061,2
13a_2062,1
13a_2063,1
13a_2064,3
13a_2065,1
13a_2066,1
13a_2068,0
13a_2069,2
13a_2070,1
13a_2071,1
13a_2072,3
13a_2073,2
13a_2074,2
13a_2075,1
13a_2076,3
13a_2077,4
13a_2078,1
13a_2079,2
13a_2080,2
13a_2081,1
13a_2082,1
13a_2083,1
13a_2084,0
13a_2085,1
13a_2086,1
13a_2087,1
13a_2088,1
13a_2089,1
13a_2090,1
13a_2091,2
13a_2092,1
13a_2094,1
13a_2095,0
13a_2096,1
13a_2097,1
13a_2098,2
13a_2099,1
13a_2100,1
13a_2101,1
13a_2102,1
13a_2103,1
13a_2104,1
13a_2105,1
13a_2106,1
13a_2107,1
13a_2108,2
13a_2109,1
13a_2110,0
13a_2111,1
13a_2112,2
13a_2113,1
13a_2114,1
13a_2115,0
13a_2116,2
13a_2117,1
13a_2118,3
13a_2120,3
13a_2121,2
13a_2122,1
13a_2123,1
13a_2124,3
13a_2125,2
13a_2126,2
13a_2127,2
13a_2128,3
13a_2129,2
13a_2130,2
13a_2131,1
13a_2132,2
13a_2133,2
13a_2134,1
13a_2135,4
13a_2136,3
13a_2137,2
13a_2138,2
13a_2139,1
13a_2140,1
13a_2141,1
13a_2142,1
13a_2143,2
13a_2144,1
13a_2146,1
13a_2147,1
13a_2148,4
13a_2149,3
13a_2150,2
13a_2151,2
13a_2152,1
13a_2153,1
13a_2154,3
13a_2155,2
13a_2156,1
13a_2157,3
13a_2158,2
13a_2159,2
13a_2160,1
13a_2161,1
13a_2162,1
13a_2163,1
13a_2164,2
13a_2165,1
13a_2166,1
13a_2167,1
13a_2168,1
13a_2169,1
13a_2170,1
13a_2172,1
13a_2173,2
13a_2174,1
13a_2175,3
13a_2176,2
13a_2177,1
13a_2178,1
13a_2179,2
13a_2180,2
13a_2181,2
13a_2182,2
13a_2183,1
13a_2184,2
13a_2185,2
13a_2186,2
13a_2187,1
13a_2188,1
13a_2189,1
13a_2190,0
13a_2191,1
13a_2192,1
13a_2193,1
13a_2194,2
13a_2195,1
13a_2196,1
13a_2198,2
13a_2199,1
13a_2200,2
13a_2201,2
13a_2202,1
13a_2203,2
13a_2204,2
13a_2205,1
13a_2206,2
13a_2207,1
13a_2208,1
13a_2209,2
13a_2210,1
13a_2211,1
13a_2212,0
13a_2213,1
13a_2214,1
13a_2215,1
13a_2216,3
13a_2217,1
13a_2218,1
13a_2219,1
13a_2220,1
13a_2221,1
13a_2222,1
13a_2224,1
13a_2225,1
13a_2226,0
13a_2227,0
13a_2228,2
13a_2229,1
13a_2230,2
13a_2231,1
13a_2232,1
13a_2233,2
13a_2234,1
13a_2235,1
13a_2236,1
13a_2237,2
13a_2238,2
13a_2239,1
13a_2240,1
13a_2241,1
13a_2242,1
13a_2243,2
13a_2244,2
13a_2245,1
13a_2246,1
13a_2247,1
13a_2248,1
13a_2250,1
13a_2251,1
13a_2252,1
13a_2253,1
13a_2254,1
13a_2255,1
13a_2256,3
13a_2257,1
13a_2258,1
13a_2259,1
13a_2260,2
13a_2261,2
13a_2262,2
13a_2263,2
13a_2264,1
13a_2265,1
13a_2266,2
13a_2267,1
13a_2268,3
13a_2269,2
13a_2270,1
13a_2271,1
13a_2272,1
13a_2273,1
13a_2274,2
13a_2276,1
13a_2277,1
13a_2278,2
13a_2279,1
13a_2280,3
13a_2281,2
13a_2282,1
13a_2283,0
13a_2284,2
13a_2285,4
13a_2286,3
13a_2287,3
13a_2288,1
13a_2289,3
13a_2290,2
13a_2291,2
13a_2292,2
13a_2293,1
13a_2294,2
13a_2295,2
13a_2296,2
13a_2297,1
13a_2298,3
13a_2299,2
13a_2300,1
13a_2302,2
13a_2303,2
13a_2304,1
13a_2305,2
13a_2306,1
13a_2307,1
13a_2308,1
13a_2309,3
13a_2310,2
13a_2311,1
13a_2312,1
13a_2313,1
13a_2314,0
13a_2315,2
13a_2316,1
13a_2317,2
13a_2318,1
13a_2319,1
13a_2320,1
13a_2321,1
13a_2322,2
13a_2323,1
13a_2324,1
13a_2325,3
13a_2326,2
13a_2328,1
13a_2329,1
13a_2330,1
13a_2331,2
13a_2332,1
13a_2333,3
13a_2334,2
13a_2335,1
13a_2336,2
13a_2337,1
13a_2338,1
13a_2339,1
13a_2340,1
13a_2341,1
13a_2342,3
13a_2343,1
13a_2344,1
13a_2345,1
13a_2346,2
13a_2347,1
13a_2348,1
13a_2349,1
13a_2350,1
13a_2351,1
13a_2352,1
13a_2354,2
13a_2355,2
13a_2356,2
13a_2357,1
13a_2358,3
13a_2359,2
13a_2360,2
13a_2361,1
13a_2362,1
13a_2363,1
13a_2364,1
13a_2365,2
13a_2366,1
13a_2367,1
13a_2368,1
13a_2369,1
13a_2370,1
13a_2371,1
13a_2372,2
13a_2373,2
13a_2374,1
13a_2375,3
13a_2376,2
13a_2377,2
13a_2378,2
13a_2380,1
13a_2381,1
13a_2382,1
13a_2383,1
13a_2384,1
13a_2385,1
13a_2386,1
13a_2387,1
13a_2388,2
13a_2389,1
13a_2390,3
13a_2391,2
13a_2392,1
13a_2393,0
13a_2394,1
13a_2395,2
13a_2396,1
13a_2397,0
13a_2398,2
13a_2399,2
13a_2400,2
13a_2401,1
13a_2402,2
13a_2403,1
13a_2404,1
13a_2406,1
13a_2407,1
13a_2408,1
13a_2409,2
13a_2410,1
13a_2411,1
13a_2412,2
13a_2413,1
13a_2414,1
13a_2415,1
13a_2416,1
13a_2417,2
13a_2418,1
13a_2419,1
13a_2420,1
13a_2421,2
13a_2422,1
13a_2423,1
13a_2424,1
13a_2425,1
13a_2426,1
13a_2427,1
13a_2428,1
13a_2429,1
13a_2430,1
13a_2432,1
13a_2433,1
13a_2434,2
13a_2435,1
13a_2436,2
13a_2437,1
13a_2438,2
13a_2439,1
13a_2440,0
13a_2441,1
13a_2442,1
13a_2443,1
13a_2444,1
13a_2445,2
13a_2446,1
13a_2447,2
13a_2448,1
13a_2449,2
13a_2450,1
13a_2451,1
13a_2452,1
13a_2453,2
13a_2454,1
13a_2455,2
13a_2456,1
13a_2458,2
13a_2459,1
13a_2460,1
13a_2461,1
13a_2462,3
13a_2463,2
13a_2464,2
13a_2465,1
13a_2466,1
13a_2467,2
13a_2468,1
13a_2469,1
13a_2470,1
13a_2471,1
13a_2472,2
13a_2473,1
13a_2474,3
13a_2475,2
13a_2476,1
13a_2477,1
13a_2478,2
13a_2479,1
13a_2480,1
13a_2481,1
13a_2482,1
13a_2484,1
13a_2485,2
13a_2486,0
13a_2487,1
13a_2488,1
13a_2489,2
13a_2490,1
13a_2491,1
13a_2492,1
13a_2493,2
13a_2494,1
13a_2495,1
13a_2496,1
13a_2497,1
13a_2498,1
13a_2499,1
13a_2500,2
13a_2501,1
13a_2502,2
13a_2503,2
13a_2504,1
13a_2505,1
13a_2506,1
13a_2507,2
13a_2508,1
13a_2510,2
13a_2511,1
13a_2512,1
13a_2513,1
13a_2514,1
13a_2515,1
13a_2516,3
13a_2517,1
13a_2518,1
13a_2519,1
13a_2520,2
13a_2521,2
13a_2522,1
13a_2523,1
13a_2524,1
13a_2525,1
13a_2526,1
13a_2527,1
13a_2528,1
13a_2529,1
13a_2530,1
13a_2531,1
13a_2532,1
13a_2533,2
13a_2534,1
13a_2536,3
13a_2537,1
13a_2538,4
13a_2539,3
13a_2540,1
13a_2541,1
13a_2542,1
13a_2543,1
13a_2544,1
13a_2545,1
13a_2546,1
13a_2547,1
13a_2548,3
13a_2549,2
13a_2550,1
13a_2551,1
13a_2552,1
13a_2553,1
13a_2554,[1;2]
13a_2555,1
13a_2556,1
13a_2557,1
13a_2558,1
13a_2559,1
13a_2560,1
13a_2562,1
13a_2563,1
13a_2564,1
13a_2565,1
13a_2566,1
13a_2567,1
13a_2568,2
13a_2569,1
13a_2570,1
13a_2571,1
13a_2572,1
13a_2573,1
13a_2574,1
13a_2575,1
13a_2576,1
13a_2577,1
13a_2578,1
13a_2579,1
13a_2580,1
13a_2581,1
13a_2582,1
13a_2583,1
13a_2584,1
13a_2585,0
13a_2586,1
13a_2588,1
13a_2589,1
13a_2590,1
13a_2591,1
13a_2592,1
13a_2593,1
13a_2594,1
13a_2595,1
13a_2596,1
13a_2597,2
13a_2598,1
13a_2599,2
13a_2600,2
13a_2601,1
13a_2602,1
13a_2603,1
13a_2604,2
13a_2605,1
13a_2606,2
13a_2607,2
13a_2608,2
13a_2609,1
13a_2610,2
13a_2611,1
13a_2612,1
13a_2614,1
13a_2615,1
13a_2616,2
13a_2617,1
13a_2618,1
13a_2619,2
13a_2620,3
13a_2621,1
13a_2622,1
13a_2623,2
13a_2624,2
13a_2625,1
13a_2626,1
13a_2627,1
13a_2628,2
13a_2629,2
13a_2630,2
13a_2631,2
13a_2632,1
13a_2633,1
13a_2634,2
13a_2635,1
13a_2636,2
13a_2637,1
13a_2638,1
13a_2640,1
13a_2641,1
13a_2642,1
13a_2643,1
13a_2644,2
13a_2645,1
13a_2646,1
13a_2647,3
13a_2648,1
13a_2649,2
13a_2650,1
13a_2651,1
13a_2652,1
13a_2653,1
13a_2654,1
13a_2655,1
13a_2656,1
13a_2657,1
13a_2658,1
13a_2659,1
13a_2660,2
13a_2661,1
13a_2662,1
13a_2663,2
13a_2664,0
13a_2666,1
13a_2667,2
13a_2668,2
13a_2669,1
13a_2670,1
13a_2671,1
13a_2672,1
13a_2673,1
13a_2674,1
13a_2675,2
13a_2676,2
13a_2677,1
13a_2678,1
13a_2679,1
13a_2680,1
13a_2681,1
13a_2682,1
13a_2683,1
13a_2684,2
13a_2685,3
13a_2686,2
13a_2687,1
13a_2688,2
13a_2689,3
13a_2690,1
13a_2692,1
13a_2693,1
13a_2694,0
13a_2695,2
13a_2696,3
13a_2697,2
13a_2698,2
13a_2699,1
13a_2700,1
13a_2701,1
13a_2702,2
13a_2703,1
13a_2704,1
13a_2705,4
13a_2706,3
13a_2707,1
13a_2708,1
13a_2709,2
13a_2710,1
13a_2711,2
13a_2712,1
13a_2713,1
13a_2714,1
13a_2715,1
13a_2716,1
13a_2718,1
13a_2719,1
13a_2720,1
13a_2721,1
13a_2722,1
13a_2723,1
13a_2724,4
13a_2725,3
13a_2726,1
13a_2727,1
13a_2728,1
13a_2729,1
13a_2730,1
13a_2731,1
13a_2732,1
13a_2733,1
13a_2734,1
13a_2735,1
13a_2736,1
13a_2737,1
13a_2738,1
13a_2739,1
13a_2740,1
13a_2741,1
13a_2742,1
13a_2744,1
13a_2745,2
13a_2746,1
13a_2747,1
13a_2748,1
13a_2749,1
13a_2750,1
13a_2751,3
13a_2752,2
13a_2753,2
13a_2754,1
13a_2755,1
13a_2756,1
13a_2757,1
13a_2758,4
13a_2759,3
13a_2760,3
13a_2761,2
13a_2762,1
13a_2763,3
13a_2764,0
13a_2765,1
13a_2766,2
13a_2767,2
13a_2768,2
13a_2770,2
13a_2771,1
13a_2772,2
13a_2773,3
13a_2774,1
13a_2775,1
13a_2776,1
13a_2777,2
13a_2778,2
13a_2779,1
13a_2780,1
13a_2781,1
13a_2782,1
13a_2783,3
13a_2784,2
13a_2785,2
13a_2786,1
13a_2787,1
13a_2788,2
13a_2789,1
13a_2790,1
13a_2791,1
13a_2792,1
13a_2793,1
13a_2794,2
13a_2796,2
13a_2797,1
13a_2798,2
13a_2799,1
13a_2800,1
13a_2801,1
13a_2802,1
13a_2803,3
13a_2804,3
13a_2805,2
13a_2806,1
13a_2807,1
13a_2808,1
13a_2809,2
13a_2810,1
13a_2811,1
13a_2812,1
13a_2813,1
13a_2814,2
13a_2815,1
13a_2816,3
13a_2817,1
13a_2818,1
13a_2819,2
13a_2820,1
13a_2822,2
13a_2823,4
13a_2824,3
13a_2825,3
13a_2826,1
13a_2827,2
13a_2828,1
13a_2829,4
13a_2830,3
13a_2831,3
13a_2832,2
13a_2833,3
13a_2834,2
13a_2835,1
13a_2836,0
13a_2837,1
13a_2838,1
13a_2839,1
13a_2840,1
13a_2841,2
13a_2842,1
13a_2843,2
13a_2844,[1;2]
13a_2845,3
13a_2846,2
13a_2848,3
13a_2849,2
13a_2850,1
13a_2851,3
13a_2852,1
13a_2853,1
13a_2854,1
13a_2855,2
13a_2856,4
13a_2857,3
13a_2858,3
13a_2859,2
13a_2860,2
13a_2861,1
13a_2862,1
13a_2863,1
13a_2864,3
13a_2865,2
13a_2866,1
13a_2867,3
13a_2868,1
13a_2869,1
13a_2870,3
13a_2871,3
13a_2872,2
13a_2874,1
13a_2875,2
13a_2876,2
13a_2877,2
13a_2878,3
13a_2879,2
13a_2880,3
13a_2881,1
13a_2882,1
13a_2883,1
13a_2884,3
13a_2885,2
13a_2886,1
13a_2887,1
13a_2888,2
13a_2889,2
13a_2890,2
13a_2891,2
13a_2892,1
13a_2893,1
13a_2894,2
13a_2895,2
13a_2896,2
13a_2897,2
13a_2898,1
13a_2900,1
13a_2901,2
13a_2902,1
13a_2903,1
13a_2904,1
13a_2905,1
13a_2906,2
13a_2907,1
13a_2908,1
13a_2909,2
13a_2910,1
13a_2911,2
13a_2912,3
13a_2913,1
13a_2914,1
13a_2915,1
13a_2916,1
13a_2917,1
13a_2918,1
13a_2919,1
13a_2920,1
13a_2921,1
13a_2922,2
13a_2923,3
13a_2924,2
13a_2926,1
13a_2927,2
13a_2928,1
13a_2929,1
13a_2930,1
13a_2931,2
13a_2932,1
13a_2933,1
13a_2934,3
13a_2935,2
13a_2936,1
13a_2937,2
13a_2938,1
13a_2939,1
13a_2940,1
13a_2941,1
13a_2942,2
13a_2943,4
13a_2944,3
13a_2945,3
13a_2946,2
13a_2947,1
13a_2948,3
13a_2949,2
13a_2950,2
13a_2952,1
13a_2953,1
13a_2954,4
13a_2955,3
13a_2956,1
13a_2957,3
13a_2958,1
13a_2959,1
13a_2960,1
13a_2961,3
13a_2962,2
13a_2963,1
